d991261c-1ad6-11ec-9216-002b67ce00fa,2,202103171743.46
d9916fe6-1ad6-11ec-b5fd-002b67ce00fa,1,202010050610.32
d991ac22-1ad6-11ec-adc3-002b67ce00fa,8,202001241429.52
d991df44-1ad6-11ec-b665-002b67ce00fa,8,202007202356.08
d9921630-1ad6-11ec-98be-002b67ce00fa,6,202102251348.15
d9924c86-1ad6-11ec-b043-002b67ce00fa,9,202005290711.29
d992910a-1ad6-11ec-8b1c-002b67ce00fa,9,202108040452.22
d992d462-1ad6-11ec-823e-002b67ce00fa,6,202006142344.17
d9931af8-1ad6-11ec-b91c-002b67ce00fa,4,202108071030.26
d9935608-1ad6-11ec-ae3e-002b67ce00fa,3,202006052359.23
d9938c90-1ad6-11ec-a57a-002b67ce00fa,9,202107051451.53
d993b6f2-1ad6-11ec-8e82-002b67ce00fa,7,202109201309.32
d993fb4e-1ad6-11ec-9e2f-002b67ce00fa,9,202004080244.44
d9942e66-1ad6-11ec-bffb-002b67ce00fa,6,202004212340.48
d9945b3e-1ad6-11ec-b8ed-002b67ce00fa,8,202011290647.49
d9948546-1ad6-11ec-a634-002b67ce00fa,2,202103221358.45
d994ca9c-1ad6-11ec-9d54-002b67ce00fa,3,202005181723.19
d9951092-1ad6-11ec-aad9-002b67ce00fa,3,202102170707.16
d9953fe0-1ad6-11ec-80e2-002b67ce00fa,6,202106130015.49
d9956a4c-1ad6-11ec-9610-002b67ce00fa,4,202005161027.07
d9959882-1ad6-11ec-81e8-002b67ce00fa,4,202108310130.51
d995c49c-1ad6-11ec-8729-002b67ce00fa,4,202009062348.06
d9960a6a-1ad6-11ec-8f1d-002b67ce00fa,2,202011232329.43
d9964002-1ad6-11ec-b953-002b67ce00fa,5,202108221829.33
d9966d48-1ad6-11ec-8ec3-002b67ce00fa,10,202106140207.12
d996989a-1ad6-11ec-ae7d-002b67ce00fa,10,202112241840.18
d996cd38-1ad6-11ec-a8ca-002b67ce00fa,4,202006170229.24
d99703f2-1ad6-11ec-9cfe-002b67ce00fa,4,202012151602.03
d9973e4e-1ad6-11ec-ba05-002b67ce00fa,3,202112150319.48
d9977d6e-1ad6-11ec-aef7-002b67ce00fa,4,202001232322.33
d997ab68-1ad6-11ec-bab3-002b67ce00fa,2,202003031225.25
d997df02-1ad6-11ec-8f7d-002b67ce00fa,6,202003090931.06
d9985798-1ad6-11ec-92cf-002b67ce00fa,2,202112021236.03
d9989316-1ad6-11ec-80e8-002b67ce00fa,7,202009291305.12
d998dcf4-1ad6-11ec-9a47-002b67ce00fa,7,202110040338.03
d9991b6a-1ad6-11ec-9e60-002b67ce00fa,3,202108080145.55
d999493c-1ad6-11ec-827b-002b67ce00fa,1,202007100633.36
d99975e2-1ad6-11ec-9a71-002b67ce00fa,2,202103141753.06
d999a0f8-1ad6-11ec-b87a-002b67ce00fa,3,202108201003.56
d999e9fa-1ad6-11ec-857a-002b67ce00fa,2,202101110034.25
d99a1e34-1ad6-11ec-aeb3-002b67ce00fa,5,202109200716.48
d99a4f80-1ad6-11ec-89df-002b67ce00fa,6,202012090851.49
d99ad162-1ad6-11ec-be02-002b67ce00fa,10,202106220047.21
d99b11ae-1ad6-11ec-a0b6-002b67ce00fa,2,202012120456.10
d99b633e-1ad6-11ec-8a54-002b67ce00fa,4,202003072211.10
d99b9c8c-1ad6-11ec-a301-002b67ce00fa,5,202101121116.51
d99be584-1ad6-11ec-bc65-002b67ce00fa,4,202101271455.48
d99c17fc-1ad6-11ec-b84a-002b67ce00fa,7,202002161448.19
d99c42fe-1ad6-11ec-9a62-002b67ce00fa,9,202108280131.11
d99c7f8a-1ad6-11ec-b1c7-002b67ce00fa,7,202110191557.02
d99caf14-1ad6-11ec-8c83-002b67ce00fa,6,202112182111.44
d99cd8ae-1ad6-11ec-8a60-002b67ce00fa,8,202008220624.46
d99d3632-1ad6-11ec-aadf-002b67ce00fa,5,202101021300.00
d99d857e-1ad6-11ec-9ee7-002b67ce00fa,8,202104150817.18
d99dc192-1ad6-11ec-9ecb-002b67ce00fa,9,202006190124.37
d99de3f2-1ad6-11ec-8ea4-002b67ce00fa,3,202112011934.54
d99e1138-1ad6-11ec-b445-002b67ce00fa,5,202008051550.09
d99e3f3c-1ad6-11ec-ab54-002b67ce00fa,9,202108202215.20
d99e6d86-1ad6-11ec-8681-002b67ce00fa,5,202003271154.27
d99e8bb8-1ad6-11ec-aef1-002b67ce00fa,8,202008290748.25
d99eba48-1ad6-11ec-a421-002b67ce00fa,5,202112100429.35
d99ee84c-1ad6-11ec-ba41-002b67ce00fa,7,202010040520.58
d99f140c-1ad6-11ec-945a-002b67ce00fa,10,202006090639.42
d99f413e-1ad6-11ec-b8b0-002b67ce00fa,7,202112111824.24
d99f6c72-1ad6-11ec-9953-002b67ce00fa,1,202011150900.07
d99f9c92-1ad6-11ec-9a69-002b67ce00fa,4,202011022038.59
d99fcda2-1ad6-11ec-96e1-002b67ce00fa,5,202102181123.55
d9a007d6-1ad6-11ec-baae-002b67ce00fa,9,202010231711.04
d9a033fa-1ad6-11ec-93a4-002b67ce00fa,5,202012240536.28
d9a081c0-1ad6-11ec-bf12-002b67ce00fa,8,202111140409.25
d9a0aaec-1ad6-11ec-88a0-002b67ce00fa,9,202011091701.17
d9a0c8c4-1ad6-11ec-aca7-002b67ce00fa,8,202007250417.33
d9a0f75e-1ad6-11ec-8606-002b67ce00fa,2,202110011532.12
d9a11b44-1ad6-11ec-8bd2-002b67ce00fa,1,202101190636.21
